sector,period,period_order,sector_health_score,corporate_health_score_median,sector_growth_score,growth_score_median,sector_profitability_score,profitability_score_median,sector_cash_conversion_score,cash_conversion_score_median,sector_working_capital_stress,working_capital_stress_score_median,sector_leverage_stress,leverage_stress_score_median,sector_balance_sheet_score,balance_sheet_resilience_score_median,sector_capital_allocation_score,capital_allocation_score_median,sector_matrix_consistency_score,matrix_consistency_score_median,company_count,sector_health_trend_yoy,sector_diffusion_label
Industrial Goods & Services,2024Q2,8098,50.7125051565778,55.050545002680074,50.0,50.0,50.0,52.0,50.0,48.0,50.0,50.0,50.0,46.66666666666667,50.0,44.44444444444444,50.0,46.0,62.42329014876168,60.4181194173832,6,1.0906124761558758,Mixed / Divergent
Insurance,2024Q2,8098,43.178043019938876,43.178043019938876,27.27272727272727,27.27272727272727,14.141414141414142,14.141414141414142,82.42424242424241,82.42424242424241,38.26208513708514,38.26208513708514,66.83982414665506,66.83982414665506,40.54531350741457,40.54531350741457,65.72929292929294,65.72929292929294,55.08615993699813,55.08615993699813,1,-2.111414001907825,Weakening
Oil & Gas,2024Q2,8098,61.22310168305442,61.22310168305442,67.67676767676768,67.67676767676768,31.616161616161616,31.616161616161616,60.7070707070707,60.7070707070707,40.61710858585859,40.61710858585859,31.09257703952553,31.09257703952553,59.75305060056833,59.75305060056833,56.557575757575755,56.557575757575755,82.45798835880001,82.45798835880001,2,-2.462758231556471,Mixed Improvement
Personal & Household Goods,2024Q2,8098,69.09179006687134,69.09179006687134,53.28282828282829,53.28282828282829,58.080808080808076,58.080808080808076,67.67676767676768,67.67676767676768,38.11327561327561,38.11327561327561,22.958608104184812,22.958608104184812,83.40885211452589,83.40885211452589,52.04040404040404,52.04040404040404,80.28332818155067,80.28332818155067,2,13.425708925836915,Broad Improvement
Real Estate,2024Q2,8098,50.703925813804695,50.22969126004263,50.0,56.481481481481474,50.0,50.0,50.0,46.66666666666667,50.0,47.22222222222222,49.92202729044834,46.949891067538125,50.36478041509002,51.053013798111834,50.6578947368421,51.55555555555556,59.61194405172668,56.60659842659673,19,-0.12312809855309581,Mixed / Divergent
Retail,2024Q2,8098,50.483224173468365,41.593637770380695,50.0,41.666666666666664,50.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,55.55555555555556,50.0,50.0,57.95230923165088,61.82724783656413,3,0.15100126969966965,Mixed / Divergent
Technology,2024Q2,8098,59.73367091127925,59.73367091127925,48.737373737373744,48.737373737373744,54.44444444444444,54.44444444444444,64.74747474747474,64.74747474747474,35.01533189033189,35.01533189033189,37.91043719200214,37.91043719200214,57.97542505432577,57.97542505432577,43.62020202020202,43.62020202020202,75.49217367045335,75.49217367045335,2,-1.0919757143727296,Mixed Improvement
Travel & Leisure,2024Q2,8098,58.48192147984025,58.48192147984025,69.02356902356902,69.02356902356902,54.44444444444445,54.44444444444445,39.696969696969695,39.696969696969695,34.155092592592595,34.155092592592595,41.49315570788135,41.49315570788135,53.436585544741575,53.436585544741575,46.77373737373737,46.77373737373737,65.33097946972426,65.33097946972426,2,0.7374342160771334,Mixed Improvement
Unknown,2024Q2,8098,64.6696272338022,64.6696272338022,48.65319865319865,48.65319865319865,67.67676767676767,67.67676767676767,27.070707070707066,27.070707070707066,19.046717171717173,19.046717171717173,3.35016835016835,3.35016835016835,82.41702741702741,82.41702741702741,36.36363636363636,36.36363636363636,59.54368630010458,59.54368630010458,1,-22.66499861304453,Mixed Improvement
Utilities,2024Q2,8098,50.54332428930152,56.16959916950877,50.0,61.66666666666667,50.0,59.0,50.0,48.0,50.0,50.0,47.77777777777778,59.583333333333336,50.39351851851851,46.666666666666664,50.0,53.0,51.277039725969416,52.991784701792035,6,-1.253964496306594,Mixed / Divergent
Banks,2024Q3,8099,51.787294995125116,45.131604040355015,50.0,41.1764705882353,50.0,54.705882352941174,50.0,50.0,50.0,54.411764705882355,50.0,48.03921568627452,50.0,45.588235294117645,50.0,51.470588235294116,68.82659339878387,67.57310665461202,18,1.6353561351953658,Mixed / Divergent
Basic Resources,2024Q3,8099,51.928285712822166,55.34769912774257,49.99999999999999,54.16666666666666,49.999999999999986,53.333333333333314,50.0,40.0,50.0,45.83333333333333,49.99999999999999,44.44444444444444,50.0,50.0,50.0,46.66666666666667,71.57591346782944,71.63084843290429,4,2.312742085000558,Mixed / Divergent
Chemicals,2024Q3,8099,51.40747185317476,48.803922246319374,50.0,45.833333333333336,50.0,45.0,50.0,45.0,50.0,43.75,50.0,41.666666666666664,50.0,58.333333333333336,50.0,55.0,61.420039237566606,54.966057344989586,5,1.4755615946931684,Mixed / Divergent
Construction & Materials,2024Q3,8099,51.716377812089384,51.03126674323303,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,48.611111111111114,50.0,55.0,67.44370778939714,70.20410953266062,9,1.7051375809502005,Mixed / Divergent
Financial Services,2024Q3,8099,50.52799223839443,48.940504272899794,50.0,50.0,50.0,42.5,50.0,48.75,51.157407407407405,50.0,52.667548500881836,41.269841269841265,48.26940035273369,53.63756613756614,49.61805555555556,47.32142857142857,61.70073560574183,62.69899216886502,9,1.1961922246062713,Mixed / Divergent
Food & Beverage,2024Q3,8099,51.614159332005876,49.80862406613209,50.0,45.370370370370374,50.0,47.77777777777778,50.0,54.44444444444445,50.0,45.833333333333336,50.0,53.70370370370371,50.0,41.97530864197532,49.88888888888889,53.88888888888889,65.67266887137333,64.7440992612985,10,2.153366723859527,Mixed / Divergent
Health Care,2024Q3,8099,56.47178239705551,56.47178239705551,35.18518518518518,35.18518518518518,58.38383838383838,58.38383838383838,61.010101010101,61.010101010101,59.45481601731602,59.45481601731602,32.5709950381003,32.5709950381003,81.51639921675384,81.51639921675384,42.77171717171718,42.77171717171718,52.65725108992888,52.65725108992888,1,-9.634209884763003,Mixed Improvement
Industrial Goods & Services,2024Q3,8099,51.47345719381906,56.92457436717976,50.0,46.66666666666667,50.0,52.0,50.0,50.0,50.0,50.0,50.0,45.0,50.0,48.888888888888886,50.0,48.0,62.70675388275314,59.25850935957192,6,1.5278550254806547,Mixed / Divergent
Insurance,2024Q3,8099,50.07226279222752,50.07226279222752,41.07744107744107,41.07744107744107,13.535353535353536,13.535353535353536,82.42424242424241,82.42424242424241,31.043470418470417,31.043470418470417,63.20078349753603,63.20078349753603,41.17031350741457,41.17031350741457,71.75757575757575,71.75757575757575,61.8645328635887,61.8645328635887,1,6.884952702761311,Mixed / Divergent
Oil & Gas,2024Q3,8099,60.08676459821091,60.08676459821091,53.78787878787879,53.78787878787879,29.7979797979798,29.7979797979798,66.16161616161617,66.16161616161617,29.9382215007215,29.9382215007215,30.442927784753092,30.442927784753092,60.43262411347518,60.43262411347518,52.32323232323232,52.32323232323232,73.08764696935346,73.08764696935346,2,-2.8598455640531526,Mixed Improvement
Personal & Household Goods,2024Q3,8099,65.87764776217502,65.87764776217502,49.83164983164983,49.83164983164983,58.38383838383838,58.38383838383838,61.41414141414141,61.41414141414141,42.56651334776335,42.56651334776335,30.826336809679475,30.826336809679475,77.13237576712754,77.13237576712754,62.00404040404041,62.00404040404041,80.01175369785422,80.01175369785422,2,13.170911885686635,Broad Improvement
Real Estate,2024Q3,8099,51.488408739245095,51.51369502646604,50.0,50.92592592592593,50.0,51.111111111111114,50.0,51.111111111111114,50.0,50.0,49.95126705653022,47.76688453159042,50.41781332416007,50.39941902687001,50.64327485380117,49.99999999999999,60.31212062195786,60.488683129849335,19,1.8278312093071918,Mixed / Divergent
Retail,2024Q3,8099,51.574954537127866,41.35007955504262,50.0,37.5,50.0,60.0,50.0,40.0,50.0,50.0,50.0,58.333333333333336,50.0,50.0,50.0,40.0,64.6859528503996,63.52178654202797,3,2.3285283268377626,Mixed / Divergent
Technology,2024Q3,8099,60.028735292724946,60.028735292724946,50.08417508417508,50.08417508417508,53.43434343434343,53.43434343434343,67.97979797979798,67.97979797979798,44.64375901875902,44.64375901875902,39.19583573698915,39.19583573698915,58.1696038398166,58.1696038398166,45.515151515151516,45.515151515151516,79.43697061865161,79.43697061865161,2,0.5813802987909042,Mixed Improvement
Travel & Leisure,2024Q3,8099,67.20700362192673,67.20700362192673,80.13468013468014,80.13468013468014,57.37373737373737,57.37373737373737,52.22222222222223,52.22222222222223,27.418680856180856,27.418680856180856,40.584817708627895,40.584817708627895,54.42183102555443,54.42183102555443,52.92727272727272,52.92727272727272,65.3442471822512,65.3442471822512,2,12.852470911407735,Broad Improvement
Unknown,2024Q3,8099,46.66938126378112,46.66938126378112,11.784511784511784,11.784511784511784,63.23232323232323,63.23232323232323,14.545454545454547,14.545454545454547,43.62584175084175,43.62584175084175,4.84006734006734,4.84006734006734,82.92568542568542,82.92568542568542,27.77777777777778,27.77777777777778,40.05868205989752,40.05868205989752,1,-23.694248162683564,Mixed / Divergent
Utilities,2024Q3,8099,51.48754810516723,53.983799693920645,50.0,53.33333333333333,50.0,55.0,50.0,50.0,50.0,50.0,47.5,63.33333333333333,50.625,48.05555555555556,50.0,50.0,53.606526761375505,53.72210338028828,6,1.0166017049978322,Mixed / Divergent
Banks,2024Q4,8100,51.683778213767354,50.64109074240341,50.0,53.4313725490196,50.0,44.41176470588235,50.0,50.0,50.0,51.470588235294116,50.0,47.05882352941177,50.0,48.52941176470588,50.0,50.73529411764706,72.6150029362725,71.7122373860714,18,2.0479734874643327,Mixed / Divergent
Basic Resources,2024Q4,8100,51.33487808157399,50.69285924499664,49.99999999999999,50.0,49.999999999999986,53.333333333333314,50.0,43.33333333333333,50.0,50.0,50.0,47.222222222222214,50.0,55.55555555555556,50.0,46.66666666666667,65.81144770086311,68.5274019467386,4,1.904688167037051,Mixed / Divergent
Chemicals,2024Q4,8100,51.503466683116244,58.10540683035872,50.0,50.0,50.0,45.0,50.0,60.0,50.0,43.75,50.83333333333333,52.77777777777777,50.0,41.666666666666664,50.0,50.0,71.59892671510848,70.34564742091524,5,1.9211418856350875,Mixed / Divergent
Construction & Materials,2024Q4,8100,51.58261307735253,56.228682499503094,50.0,43.75,50.0,52.5,50.0,47.5,50.0,50.0,50.0,43.75,50.0,51.388888888888886,50.0,52.5,70.64228200558938,71.09140606162916,9,2.007932507829935,Mixed / Divergent
Financial Services,2024Q4,8100,49.89746981345927,46.6805925657048,50.0,39.583333333333336,50.0,55.0,50.0,45.0,51.85185185185185,45.833333333333336,50.535714285714285,50.694444444444436,46.701388888888886,49.33035714285714,49.895833333333336,50.71428571428571,55.04884060297847,58.474447090716126,9,0.5586004789723731,Mixed / Divergent
Food & Beverage,2024Q4,8100,51.631829384295166,51.84377039980022,50.0,55.55555555555556,50.0,51.111111111111114,50.0,60.0,50.0,44.44444444444444,50.0,50.0,50.0,43.20987654320987,50.05555555555556,49.861111111111114,71.49088925474959,77.20943023141847,10,2.3650991272081754,Mixed / Divergent
Health Care,2024Q4,8100,55.865060325963405,55.865060325963405,42.42424242424242,42.42424242424242,60.4040404040404,60.4040404040404,44.84848484848485,44.84848484848485,59.022366522366525,59.022366522366525,34.56128662511641,34.56128662511641,84.48385151753945,84.48385151753945,39.62020202020202,39.62020202020202,69.07772369183115,69.07772369183115,1,-7.996876197361495,Mixed Improvement
Industrial Goods & Services,2024Q4,8100,51.51841240032338,53.75703320508308,50.0,51.66666666666667,50.0,56.0,50.0,56.0,50.0,55.0,50.0,58.33333333333333,50.0,46.666666666666664,50.0,42.0,69.39036831449197,73.31374042740461,6,2.091777161966867,Mixed / Divergent
Insurance,2024Q4,8100,48.97219711795787,48.97219711795787,46.969696969696976,46.969696969696976,12.727272727272728,12.727272727272728,79.5959595959596,79.5959595959596,43.0275974025974,43.0275974025974,64.82763808295722,64.82763808295722,40.9840761336772,40.9840761336772,73.70505050505048,73.70505050505048,68.80111381747494,68.80111381747494,1,6.946122994026759,Mixed / Divergent
Oil & Gas,2024Q4,8100,50.082534345271256,50.082534345271256,52.69360269360269,52.69360269360269,25.757575757575758,25.757575757575758,44.44444444444444,44.44444444444444,43.30424783549783,43.30424783549783,33.9805054086969,33.9805054086969,57.74783592425436,57.74783592425436,40.75959595959596,40.75959595959596,74.20620106815407,74.20620106815407,2,-11.835651917796064,Mixed / Divergent
Personal & Household Goods,2024Q4,8100,54.91001403961258,54.91001403961258,44.94949494949495,44.94949494949495,57.676767676767675,57.676767676767675,38.58585858585859,38.58585858585859,57.72479256854257,57.72479256854257,37.41917848699764,37.41917848699764,73.02509133892113,73.02509133892113,56.73131313131313,56.73131313131313,78.6226592043583,78.6226592043583,2,-5.494549529515737,Mixed / Divergent
Real Estate,2024Q4,8100,51.39502216309003,50.356683647057544,50.0,51.85185185185185,50.0,53.333333333333336,50.0,55.55555555555556,50.0,50.0,49.75633528265107,52.01525054466231,50.44839085731759,50.79883805374001,50.28508771929825,51.111111111111114,64.33791558595871,63.78055672969349,19,1.8816913404362126,Mixed / Divergent
Retail,2024Q4,8100,51.83581817075307,46.401612388279254,50.0,50.0,50.0,40.0,50.0,50.0,50.0,50.0,50.0,41.666666666666664,50.0,66.66666666666667,50.0,40.0,75.57978325561122,77.66316072483357,3,3.0224223571287396,Mixed / Divergent
Technology,2024Q4,8100,57.94285515220412,57.94285515220412,44.612794612794616,44.612794612794616,51.71717171717171,51.71717171717171,65.15151515151516,65.15151515151516,43.8575487012987,43.8575487012987,40.47242370513648,40.47242370513648,59.59867886906895,59.59867886906895,49.04242424242424,49.04242424242424,80.23736250090015,80.23736250090015,2,0.04491050748281822,Mixed Improvement
Travel & Leisure,2024Q4,8100,61.202444548878404,61.202444548878404,70.28619528619528,70.28619528619528,55.95959595959596,55.95959595959596,43.83838383838384,43.83838383838384,36.54506373256373,36.54506373256373,39.47138047138048,39.47138047138048,52.723382081538105,52.723382081538105,55.2020202020202,55.2020202020202,67.08131931671483,67.08131931671483,2,5.351257217278473,Mixed Improvement
Unknown,2024Q4,8100,66.04942451192771,66.04942451192771,4.2087542087542085,4.2087542087542085,57.17171717171717,57.17171717171717,95.95959595959596,95.95959595959596,27.12752525252525,27.12752525252525,2.3400673400673404,2.3400673400673404,83.99711399711398,83.99711399711398,50.0,50.0,55.587627393675774,55.587627393675774,1,-0.9648111607685621,Mixed Improvement
Utilities,2024Q4,8100,51.010860413274465,53.1470234035852,50.0,48.333333333333336,50.0,59.0,50.0,40.0,50.0,42.5,48.72222222222223,56.25,50.55555555555555,47.5,50.0,52.0,53.993100700917914,55.79969384046608,6,1.483688182958872,Mixed / Divergent
Banks,2025Q1,8101,51.568264390909334,47.161288857962155,50.0,47.54901960784314,50.0,49.705882352941174,50.0,50.0,50.0,50.0,50.0,51.96078431372548,50.0,49.26470588235294,50.0,52.94117647058823,70.29079130617534,71.71450600942353,18,0.6784845688319265,Mixed / Divergent
Basic Resources,2025Q1,8101,51.34629744113748,54.818257217967826,50.0,47.222222222222214,49.999999999999986,53.333333333333314,50.0,50.0,49.99999999999999,58.33333333333333,50.0,44.44444444444445,50.0,50.0,50.0,50.0,65.96243409485965,65.3563343075599,4,0.41186279289350836,Mixed / Divergent
Chemicals,2025Q1,8101,51.783033879579456,54.14492169933778,50.0,50.0,50.0,45.0,50.0,60.0,50.0,56.25,50.0,45.833333333333336,50.0,58.333333333333336,50.0,50.0,74.47879797118283,74.48426866188807,5,1.1563310214087892,Mixed / Divergent
Construction & Materials,2025Q1,8101,51.4684052898642,56.710604606185655,50.0,56.25,50.0,55.0,50.0,57.5,50.0,56.25,50.0,47.916666666666664,50.0,50.0,50.0,50.0,68.34353807514948,70.24705210282538,9,0.6223479045070945,Mixed / Divergent
Financial Services,2025Q1,8101,49.55242270840603,43.9610106922886,50.0,52.083333333333336,50.0,55.0,50.0,42.5,51.620370370370374,58.333333333333336,52.12191358024691,56.845238095238095,47.310405643738974,48.214285714285715,49.895833333333336,52.5,50.485831396278996,49.32707659051246,9,-0.8046537378409795,Mixed / Divergent
Food & Beverage,2025Q1,8101,51.42240058501453,55.81152348531545,50.0,55.55555555555555,50.0,51.11111111111111,50.0,55.55555555555556,50.0,51.388888888888886,50.0,47.22222222222222,50.0,44.44444444444444,49.94444444444444,48.333333333333336,67.5575570912653,63.20245181475156,10,0.6327414358581862,Mixed / Divergent
Health Care,2025Q1,8101,58.468158453835926,58.468158453835926,56.73400673400673,56.73400673400673,61.010101010101,61.010101010101,37.37373737373737,37.37373737373737,61.182359307359306,61.182359307359306,30.25351680586843,30.25351680586843,80.64614667264908,80.64614667264908,43.66868686868686,43.66868686868686,72.66520547002624,72.66520547002624,1,3.3324260495006612,Mixed Improvement
Industrial Goods & Services,2025Q1,8101,51.282086286902874,48.6431460484073,50.0,41.66666666666667,50.0,54.0,50.0,54.0,50.0,47.5,50.0,56.66666666666667,50.0,44.44444444444444,50.0,47.0,64.71031609817614,66.21161415664972,6,0.39860633357260156,Mixed / Divergent
Insurance,2025Q1,8101,48.14078536947421,48.14078536947421,48.98989898989899,48.98989898989899,12.525252525252526,12.525252525252526,73.53535353535354,73.53535353535354,37.627164502164504,37.627164502164504,63.993595471758965,63.993595471758965,40.79783875993982,40.79783875993982,60.92121212121212,60.92121212121212,74.88934448803712,74.88934448803712,1,5.4234619183646515,Mixed / Divergent
Oil & Gas,2025Q1,8101,40.90212638541384,40.90212638541384,25.589225589225588,25.589225589225588,22.323232323232325,22.323232323232325,45.95959595959596,45.95959595959596,34.471500721500725,34.471500721500725,45.26226749071094,45.26226749071094,54.716670248585146,54.716670248585146,37.022222222222226,37.022222222222226,62.23042732200228,62.23042732200228,2,-22.26318422175555,Weakening
Personal & Household Goods,2025Q1,8101,50.57259394548686,50.57259394548686,32.407407407407405,32.407407407407405,56.96969696969697,56.96969696969697,36.666666666666664,36.666666666666664,61.08337842712843,61.08337842712843,35.447368747340754,35.447368747340754,70.84894924107317,70.84894924107317,59.45454545454545,59.45454545454545,72.42902134483106,72.42902134483106,2,-8.073186556995807,Mixed / Divergent
Real Estate,2025Q1,8101,51.41016993526521,53.142283258365104,50.0,54.62962962962962,50.0,54.44444444444444,50.0,57.777777777777786,50.0,48.61111111111111,49.77582846003898,54.73856209150327,50.19696231319038,50.29048656499637,50.12426900584795,55.55555555555556,65.69600864572922,69.82723004710951,19,0.8167248224642449,Mixed / Divergent
Retail,2025Q1,8101,51.95402186620851,45.879135266202574,50.0,37.5,50.0,40.0,50.0,30.0,50.0,50.0,50.0,41.666666666666664,50.0,61.111111111111114,50.0,60.0,77.81306501289737,77.14866634611218,3,1.804182316027493,Mixed / Divergent
Technology,2025Q1,8101,57.2336489068773,57.2336489068773,50.84175084175084,50.84175084175084,52.82828282828283,52.82828282828283,62.42424242424242,62.42424242424242,48.69273088023088,48.69273088023088,41.88443480226795,41.88443480226795,58.08636633851266,58.08636633851266,41.34141414141414,41.34141414141414,80.33654705213831,80.33654705213831,2,-2.8066826436142662,Mixed Improvement
Travel & Leisure,2025Q1,8101,62.09861335621416,62.09861335621416,69.52861952861953,69.52861952861953,57.17171717171717,57.17171717171717,45.45454545454545,45.45454545454545,33.76728595478595,33.76728595478595,39.62294425795265,39.62294425795265,54.41564635853549,54.41564635853549,53.62222222222222,53.62222222222222,67.16383531130992,67.16383531130992,2,4.8653357815352365,Mixed Improvement
Unknown,2025Q1,8101,62.925120619693814,62.925120619693814,2.861952861952862,2.861952861952862,52.121212121212125,52.121212121212125,97.97979797979798,97.97979797979798,41.2689393939394,41.2689393939394,2.3400673400673404,2.3400673400673404,83.99711399711398,83.99711399711398,50.0,50.0,55.87144777168315,55.87144777168315,1,-12.03735601375297,Mixed Improvement
Utilities,2025Q1,8101,51.45583214517154,57.69933538161785,50.0,38.33333333333333,50.0,55.0,50.0,48.0,50.0,47.5,50.0,48.33333333333333,50.50925925925926,53.05555555555556,50.0,51.0,66.57058388009267,69.0681376397074,6,0.7787906187802847,Mixed / Divergent
Banks,2025Q2,8102,51.40303867706193,49.92661646652279,50.0,52.450980392156865,50.0,50.882352941176464,50.0,54.117647058823536,50.0,48.529411764705884,50.0,51.96078431372549,50.0,45.58823529411765,50.0,50.73529411764706,70.00643573095687,70.75984880264457,18,0.43141102724213454,Mixed / Divergent
Basic Resources,2025Q2,8102,50.90381743398927,58.47196314656205,49.99999999999999,54.16666666666666,49.999999999999986,54.999999999999986,50.0,46.66666666666666,49.99999999999999,49.99999999999999,50.0,36.11111111111111,50.0,51.85185185185185,50.0,46.666666666666664,60.271617688376764,63.052374955185456,4,-0.07343242013631368,Mixed / Divergent
Chemicals,2025Q2,8102,51.78759644611424,57.71471967320265,50.0,58.333333333333336,50.0,45.0,50.0,60.0,50.0,43.75,50.0,47.916666666666664,50.0,58.333333333333336,50.0,50.0,77.50531515672678,78.3853213275104,5,1.2061939545621527,Mixed / Divergent
Construction & Materials,2025Q2,8102,51.522036047417174,49.0453177969522,50.0,56.25,50.0,48.75,50.0,67.5,50.0,46.875,50.0,54.166666666666664,50.0,50.0,50.0,50.0,72.32688535930981,74.3425458817935,9,0.6139160091675961,Mixed / Divergent
Financial Services,2025Q2,8102,49.610022375533056,49.78293582375873,50.0,52.083333333333336,50.0,50.0,50.0,45.0,51.736111111111114,54.166666666666664,52.320326278659614,55.85317460317461,47.2663139329806,40.07936507936508,50.416666666666664,46.42857142857143,54.57964123043424,50.88979193024427,9,-0.8344788269615933,Mixed / Divergent
Food & Beverage,2025Q2,8102,51.37799302573526,57.18469039870686,50.0,51.85185185185185,50.0,52.22222222222223,50.0,55.55555555555555,50.0,50.0,50.0,49.074074074074076,50.0,44.44444444444444,50.11111111111111,51.52777777777778,69.29582311708707,67.76625738655673,10,0.6079279891467166,Mixed / Divergent
Health Care,2025Q2,8102,61.49253299856013,61.49253299856013,64.64646464646465,64.64646464646465,61.41414141414141,61.41414141414141,31.111111111111107,31.111111111111107,50.054563492063494,50.054563492063494,25.841154435931447,25.841154435931447,75.45868679163874,75.45868679163874,51.369696969696975,51.369696969696975,71.99001799011302,71.99001799011302,1,5.768905780243969,Mixed Improvement
Industrial Goods & Services,2025Q2,8102,51.39399865310617,45.14522403463113,50.0,55.0,50.0,54.0,50.0,56.0,50.0,55.0,50.0,56.66666666666667,50.0,50.0,50.0,47.0,69.8301551949601,73.69999127413705,6,0.6814934965283754,Mixed / Divergent
Insurance,2025Q2,8102,51.071282060585126,51.071282060585126,54.54545454545454,54.54545454545454,13.333333333333334,13.333333333333334,88.88888888888889,88.88888888888889,44.27218614718614,44.27218614718614,71.17179799028965,71.17179799028965,42.28247145366711,42.28247145366711,65.0989898989899,65.0989898989899,71.20757581989034,71.20757581989034,1,7.89323904064625,Mixed / Divergent
Oil & Gas,2025Q2,8102,38.94599034763778,38.94599034763778,37.79461279461279,37.79461279461279,22.323232323232325,22.323232323232325,39.79797979797981,39.79797979797981,54.763708513708515,54.763708513708515,48.81710431235116,48.81710431235116,52.09485523940138,52.09485523940138,40.25858585858586,40.25858585858586,63.57668700436686,63.57668700436686,2,-22.27711133541664,Weakening
Personal & Household Goods,2025Q2,8102,45.12646385822323,45.12646385822323,26.01010101010101,26.01010101010101,55.35353535353535,55.35353535353535,26.868686868686872,26.868686868686872,62.08694083694083,62.08694083694083,35.20645251876081,35.20645251876081,67.50248319708655,67.50248319708655,54.17777777777778,54.17777777777778,69.69095993463203,69.69095993463203,2,-23.965326208648108,Mixed / Divergent
Real Estate,2025Q2,8102,51.279329131499225,52.29879559258243,50.0,49.074074074074076,50.0,51.11111111111112,50.0,52.222222222222214,49.99999999999999,50.0,49.19189313152161,52.689270152505436,50.18680961663418,49.38271604938271,49.92690058479532,53.55555555555556,64.75554802523659,64.54265145545432,19,0.5754033176945299,Mixed / Divergent
Retail,2025Q2,8102,51.60297311707668,47.86845724747979,50.0,25.0,50.0,30.0,50.0,30.0,50.0,62.5,50.0,58.333333333333336,50.0,50.0,50.0,50.0,73.90515883418324,73.28608277729813,3,1.1197489436083146,Mixed / Divergent
Technology,2025Q2,8102,53.450584723890316,53.450584723890316,48.98989898989899,48.98989898989899,50.505050505050505,50.505050505050505,52.121212121212125,52.121212121212125,49.077155483405484,49.077155483405484,44.46959092605789,44.46959092605789,58.01099444739795,58.01099444739795,41.83838383838384,41.83838383838384,77.40954199554184,77.40954199554184,2,-6.283086187388932,Mixed / Divergent
Travel & Leisure,2025Q2,8102,62.3546071735343,62.3546071735343,66.07744107744108,66.07744107744108,57.474747474747474,57.474747474747474,53.434343434343425,53.434343434343425,38.67942821067821,38.67942821067821,40.684854769599035,40.684854769599035,55.27786629140557,55.27786629140557,55.19393939393939,55.19393939393939,71.40990708751846,71.40990708751846,2,3.872685693694045,Mixed Improvement
Unknown,2025Q2,8102,63.8214250048912,63.8214250048912,14.646464646464645,14.646464646464645,54.34343434343434,54.34343434343434,96.16161616161615,96.16161616161615,55.0736531986532,55.0736531986532,2.3400673400673404,2.3400673400673404,84.43001443001442,84.43001443001442,50.0,50.0,55.863656790435,55.863656790435,1,-0.8482022289109992,Mixed Improvement
Utilities,2025Q2,8102,51.89126789283265,50.1218710183496,50.0,60.0,50.0,56.0,50.0,46.0,50.0,52.5,48.05555555555555,44.16666666666667,50.899470899470906,55.55555555555556,50.0,48.0,70.99516312567485,72.56936407906346,6,1.347943603531128,Mixed / Divergent
Banks,2025Q3,8103,49.81882070342197,49.090429226419985,50.0,48.52941176470588,50.0,54.11764705882352,50.0,47.64705882352941,50.0,50.0,50.0,50.0,50.0,41.91176470588235,50.0,51.470588235294116,70.99435566764848,71.08338887270682,18,-1.9684742917031457,Mixed / Divergent
Basic Resources,2025Q3,8103,49.64817081485659,58.131713753371244,49.99999999999999,61.1111111111111,49.999999999999986,56.66666666666665,50.0,40.0,49.99999999999999,54.16666666666666,50.0,41.66666666666666,50.0,48.148148148148145,50.0,46.66666666666667,67.66668154075116,73.02955683921738,4,-2.280114897965575,Mixed / Divergent
Chemicals,2025Q3,8103,49.92746729494634,53.03218462448002,50.0,54.166666666666664,50.0,45.0,50.0,55.0,50.0,50.0,50.0,52.083333333333336,50.0,63.888888888888886,50.0,55.0,73.11296502995557,71.67679171266391,5,-1.4800045582284227,Mixed / Divergent
Construction & Materials,2025Q3,8103,49.88731916578691,51.702148420610165,50.0,58.333333333333336,50.0,45.0,50.0,62.5,50.0,43.75,50.0,58.333333333333336,50.0,50.69444444444444,50.0,47.5,72.3300762055307,74.1466449292724,9,-1.829058646302471,Mixed / Divergent
Financial Services,2025Q3,8103,48.16687003946805,40.64130635099032,50.0,54.166666666666664,50.0,52.5,50.0,47.5,51.736111111111114,45.833333333333336,53.36750440917107,52.480158730158735,47.472993827160494,42.1875,50.24305555555556,49.46428571428571,61.18705910557823,59.70728788627526,9,-2.361122198926381,Mixed / Divergent
Food & Beverage,2025Q3,8103,49.74899179669762,52.48030127601234,50.0,48.14814814814815,50.0,50.0,50.0,56.666666666666664,50.0,52.77777777777778,50.0,48.14814814814815,50.0,39.81481481481481,50.27777777777778,52.08333333333333,69.07713589906811,70.32291395041662,10,-1.8651675353082595,Mixed / Divergent
Health Care,2025Q3,8103,52.35547819193301,52.35547819193301,46.59863945578231,46.59863945578231,57.95918367346938,57.95918367346938,25.71428571428571,25.71428571428571,51.08886592611728,51.08886592611728,24.765319017626098,24.765319017626098,74.09393895147493,74.09393895147493,46.83265306122449,46.83265306122449,64.38755304024153,64.38755304024153,1,-4.116304205122503,Mixed / Divergent
Industrial Goods & Services,2025Q3,8103,49.65343262293576,44.28114132218032,50.0,51.666666666666664,50.0,46.0,50.0,54.0,50.0,47.5,50.0,58.33333333333333,50.0,48.888888888888886,50.0,54.0,67.7692868383749,71.5486342384522,6,-1.820024570883298,Mixed / Divergent
